id	name	valenceRank	arousalRank	valenceValue	arousalValue	valenceVariance	arousalVariance
28	ACCEDE00028.mp4	4755	5189	2.99497382343	2.31794496193	0.111554251493	0.16650204945
29	ACCEDE00029.mp4	3775	4256	2.7697188756	2.02063387859	0.118332573579	0.160933876981
30	ACCEDE00030.mp4	941	3103	1.73822910422	1.72436778631	0.0947958897406	0.137976157435
31	ACCEDE00031.mp4	1011	1415	1.76834865973	1.43249805639	0.095635858163	0.12143708275
32	ACCEDE00032.mp4	5425	4533	3.10870840931	2.10352759677	0.108044901483	0.163982860585
33	ACCEDE00033.mp4	6887	1515	3.27653988757	1.44509122273	0.103604906318	0.119277674641
34	ACCEDE00034.mp4	4077	5741	2.84709686996	2.51809539146	0.116321140032	0.163569027396
35	ACCEDE00035.mp4	504	867	1.54833683324	1.37399235364	0.0946900920024	0.144108230553
36	ACCEDE00036.mp4	2765	3259	2.45941442487	1.75985133786	0.120269090454	0.141751732994
37	ACCEDE00037.mp4	3936	7710	2.8118681689	3.37888067815	0.117296878876	0.134884047432
38	ACCEDE00038.mp4	2799	4034	2.47109257767	1.95747628807	0.12039226755	0.157686149251
39	ACCEDE00039.mp4	8577	985	3.43361902526	1.38508928308	0.105372566414	0.137698516025
40	ACCEDE00040.mp4	2872	3165	2.49589155632	1.73829781688	0.120602675307	0.139486696249
41	ACCEDE00041.mp4	2012	7603	2.18158953464	3.3262097872	0.113151869402	0.135772425049
42	ACCEDE00042.mp4	1219	6456	1.85714156588	2.80414711697	0.0988779472519	0.154064671872
43	ACCEDE00043.mp4	2320	903	2.29943360351	1.37729053012	0.117089447149	0.142067296429
44	ACCEDE00044.mp4	2969	5321	2.52825462901	2.36416696925	0.12077190428	0.166206248419
45	ACCEDE00045.mp4	619	5010	1.59854224404	2.25691194494	0.0936440850859	0.166477546522
46	ACCEDE00046.mp4	2092	4859	2.21271013814	2.2069000863	0.114305485368	0.16607064112
47	ACCEDE00047.mp4	7365	5619	3.31919658733	2.47230734962	0.101740120868	0.164591398279
48	ACCEDE00048.mp4	6215	2344	3.20955577912	1.57227123559	0.105634053736	0.120878125645
49	ACCEDE00049.mp4	3890	1995	2.80003501097	1.51377417745	0.117602993337	0.116619433915
50	ACCEDE00050.mp4	3938	7707	2.81237885397	3.37739469447	0.117283411071	0.134904897127
51	ACCEDE00051.mp4	8585	2571	3.43448085013	1.6141874311	0.105517589139	0.125345257632
52	ACCEDE00052.mp4	2621	7657	2.4090712518	3.3527066933	0.119563830665	0.135287770424
53	ACCEDE00053.mp4	3155	9004	2.58838557412	4.06948376862	0.120768045492	0.160553952566
54	ACCEDE00054.mp4	6677	7475	3.25684353712	3.26409145929	0.104321160579	0.137182474773
55	ACCEDE00055.mp4	2384	7637	2.3232243197	3.34287290829	0.117730889431	0.13545895882
56	ACCEDE00056.mp4	4388	4625	2.91928730786	2.13206334988	0.114079962821	0.164738666635
57	ACCEDE00057.mp4	5576	1628	3.13044374078	1.46003352088	0.107478850862	0.117548897111
58	ACCEDE00058.mp4	5986	9250	3.18335558172	4.2119800974	0.106235876394	0.174954941772
59	ACCEDE00059.mp4	2451	9429	2.34785841402	4.31791693718	0.118335483181	0.187323491646
60	ACCEDE00060.mp4	9182	6616	3.50522430773	2.87230023742	0.124721692877	0.15133887114
61	ACCEDE00061.mp4	2510	7611	2.36931571379	3.33012436842	0.118811254665	0.135696185752
62	ACCEDE00062.mp4	1862	7824	2.12233851611	3.43574262911	0.110765807742	0.134284088605
63	ACCEDE00063.mp4	3946	7263	2.81441842863	3.16334028318	0.117229415319	0.140155418211
64	ACCEDE00064.mp4	1648	4426	2.03593317871	2.07096917462	0.106950690664	0.162941261644
65	ACCEDE00065.mp4	8449	7377	3.42009734137	3.21718730705	0.10338829362	0.138472616558
66	ACCEDE00066.mp4	8908	1728	3.47108942586	1.47388689992	0.113723759565	0.116620043104
67	ACCEDE00067.mp4	8941	5480	3.47504254197	2.42121222918	0.114841748158	0.165504490395
68	ACCEDE00068.mp4	8955	3634	3.47673228631	1.85103894444	0.115332722121	0.150220344875
69	ACCEDE00069.mp4	4542	6862	2.95227408023	2.98004023875	0.112986587356	0.146978711762
70	ACCEDE00070.mp4	4405	2406	2.92301738538	1.58341708334	0.113957746184	0.121998196862
71	ACCEDE00071.mp4	8462	1896	3.42144833595	1.4984924973	0.103562143975	0.116230243152
72	ACCEDE00072.mp4	5666	3358	3.14279243116	1.78311655482	0.107174230102	0.144089381185
73	ACCEDE00073.mp4	5802	5002	3.16064377878	2.25422846771	0.106752397165	0.166464888169
74	ACCEDE00074.mp4	2358	4851	2.3135895936	2.2042880803	0.117477826757	0.166039174345
75	ACCEDE00075.mp4	2663	5819	2.42390045393	2.54783119977	0.119800707456	0.162811654202
76	ACCEDE00076.mp4	2646	4035	2.41791246224	1.95775424399	0.119707960302	0.157702305182
77	ACCEDE00077.mp4	4456	3021	2.93407506424	1.70629350718	0.113593010286	0.135967827869
78	ACCEDE00078.mp4	6107	856	3.19746534416	1.37299987162	0.105915834549	0.14474659274
79	ACCEDE00079.mp4	5052	149	3.04907773566	1.32422716913	0.109792233294	0.198848739318
80	ACCEDE00080.mp4	6768	7099	3.2654847752	3.08722486754	0.104021647216	0.142827540015
81	ACCEDE00081.mp4	8856	1067	3.46494407641	1.39328586091	0.112072538028	0.133726946033
82	ACCEDE00082.mp4	7413	418	3.3234114765	1.33929878707	0.101554969651	0.175425077781
83	ACCEDE00083.mp4	7783	3872	3.35619515105	1.91322858247	0.100466067567	0.154896071392
84	ACCEDE00084.mp4	7064	4584	3.29257807134	2.11928447254	0.102937181663	0.164417907426
85	ACCEDE00085.mp4	6214	5393	3.20944588654	2.3898134805	0.105636667897	0.16593462535
86	ACCEDE00086.mp4	1079	9370	1.79750017042	4.28278976395	0.096590228858	0.183076759276
87	ACCEDE00087.mp4	2005	6469	2.17885021055	2.80962802591	0.113046814987	0.153848531928
88	ACCEDE00088.mp4	812	4543	1.68246547422	2.10660505144	0.0937250457018	0.164071304874
89	ACCEDE00089.mp4	1845	2539	2.1155525022	1.60809394556	0.110478644988	0.124660468517
90	ACCEDE00090.mp4	8004	2082	3.37643553184	1.52768223608	0.100426349277	0.117295351994
91	ACCEDE00091.mp4	5340	5115	3.09588575519	2.2924835796	0.108397442172	0.16655179104
92	ACCEDE00092.mp4	4144	5184	2.86328743042	2.3162143923	0.115843474281	0.166508053353
93	ACCEDE00093.mp4	7558	7920	3.33616545637	3.4842227599	0.101036488573	0.134097017877
94	ACCEDE00094.mp4	8394	2912	3.41443482402	1.68288381828	0.102717486009	0.133299999259
95	ACCEDE00095.mp4	6334	286	3.22237509403	1.33136807978	0.105319514176	0.186519992683
96	ACCEDE00096.mp4	2377	3176	2.32063445613	1.74079302863	0.117663771196	0.139753537867
97	ACCEDE00097.mp4	1510	7631	1.97916136363	3.33992738766	0.104329742771	0.135512250101
98	ACCEDE00098.mp4	3381	725	2.65794240225	1.36173060588	0.120251654287	0.152867737838
99	ACCEDE00099.mp4	4610	5399	2.9662704099	2.39196453436	0.112517089022	0.165908521461
100	ACCEDE00100.mp4	6806	6031	3.2690430279	2.63047033192	0.103891640481	0.16037089066
101	ACCEDE00101.mp4	6745	3961	3.26331724497	1.93734530989	0.104098918308	0.156470901128
102	ACCEDE00102.mp4	1581	3557	2.00846658521	1.83163629006	0.10568728091	0.148577498028
103	ACCEDE00103.mp4	1111	7307	1.81117898953	3.18403223101	0.0970791728703	0.139485599089
104	ACCEDE00104.mp4	3394	4076	2.66182419934	1.96920137799	0.120206970964	0.158353071825
105	ACCEDE00105.mp4	3260	8829	2.62118685509	3.9702939178	0.120592183972	0.152223653785
106	ACCEDE00106.mp4	9201	7503	3.50770572037	3.2775970126	0.12563211293	0.136845289792
107	ACCEDE00107.mp4	9341	9064	3.5264704514	4.10390883035	0.132943876525	0.163780564552
108	ACCEDE00108.mp4	3927	5448	2.80956616807	2.409611199	0.117357326741	0.165675546009
109	ACCEDE00109.mp4	497	7384	1.54527746603	3.22051875961	0.0947837444992	0.138375231596
110	ACCEDE00110.mp4	2219	8957	2.26138755357	4.04266624052	0.115951021832	0.158157790306
111	ACCEDE00111.mp4	8092	5024	3.38471928174	2.2616171415	0.100629183335	0.166497308288
112	ACCEDE00112.mp4	3109	7802	2.57375356809	3.42470939523	0.120807061626	0.134369452134
113	ACCEDE00113.mp4	1035	9572	1.77865005081	4.40391019846	0.0959584886993	0.198286766585
114	ACCEDE00114.mp4	5502	7411	3.11995514155	3.23339580474	0.107747083496	0.13800680532
115	ACCEDE00115.mp4	1907	9013	2.14023315668	4.07463394952	0.1115102602	0.161025994007
116	ACCEDE00116.mp4	2829	5030	2.48132953582	2.26363720421	0.12048757713	0.166504846822
117	ACCEDE00117.mp4	3744	8543	2.76136747968	3.8120896924	0.118519017446	0.142113810161
118	ACCEDE00118.mp4	6750	9508	3.26378936266	4.36527413491	0.10408221114	0.193264542662
119	ACCEDE00119.mp4	524	3646	1.55707601113	1.85409432881	0.0944420868866	0.15047104637
120	ACCEDE00120.mp4	1095	3187	1.80434285693	1.74329539934	0.0968317949609	0.140019962338
121	ACCEDE00121.mp4	9330	2616	3.52496498042	1.62285889837	0.132330832686	0.126332338463
122	ACCEDE00122.mp4	2465	1079	2.35297011038	1.39451872911	0.118453169531	0.133179584449
123	ACCEDE00123.mp4	4398	4141	2.92148415311	1.98755309651	0.114008036993	0.159337586653
124	ACCEDE00124.mp4	2533	4464	2.37761969896	2.08245441353	0.118982416077	0.163331047494
125	ACCEDE00125.mp4	1891	9542	2.13388208126	4.38576936954	0.111248235329	0.195909570689
126	ACCEDE00126.mp4	2862	7267	2.49251676086	3.16521663615	0.120578146878	0.140093564828
127	ACCEDE00127.mp4	6601	6820	3.24948287131	2.96139214178	0.104558878364	0.147728087662
128	ACCEDE00128.mp4	8410	4365	3.41607334466	2.05271099224	0.102902051219	0.162270205721
129	ACCEDE00129.mp4	8385	4218	3.41351625834	2.00961627927	0.102617385189	0.160427295495
130	ACCEDE00130.mp4	66	6724	1.35670136433	2.91915982869	0.108077753516	0.149437982036
131	ACCEDE00131.mp4	262	7671	1.44245068746	3.35960442406	0.100130735123	0.135173962783
132	ACCEDE00132.mp4	272	5025	1.44682832118	2.26195367071	0.0998121224754	0.166498603482
133	ACCEDE00133.mp4	2351	9725	2.31098852849	4.49725670564	0.117407934137	0.211027478746
134	ACCEDE00134.mp4	6395	843	3.22875825436	1.37183616805	0.105154023128	0.1455098541
135	ACCEDE00135.mp4	4312	1211	2.90233995416	1.40864258271	0.114628975372	0.127737640364
136	ACCEDE00136.mp4	8527	6133	3.42827800586	2.67117813635	0.104523608262	0.159013088658
137	ACCEDE00137.mp4	6432	7743	3.23257197108	3.39526164264	0.105051643854	0.134671214453
138	ACCEDE00138.mp4	7694	1217	3.34822068863	1.40930907033	0.100645020801	0.127515685836
139	ACCEDE00139.mp4	6401	6433	3.229379607	2.79447461852	0.105137532442	0.154444389414
140	ACCEDE00140.mp4	8054	7629	3.38112421576	3.33894602076	0.100523310409	0.135530209465
141	ACCEDE00141.mp4	4076	5091	2.84685254522	2.28429541193	0.116328216173	0.166549844797
142	ACCEDE00142.mp4	7672	3853	3.34626124587	1.90814077084	0.100699815986	0.154547028132
143	ACCEDE00143.mp4	4212	6904	2.87935957363	2.99879270267	0.115353418827	0.146230793835
144	ACCEDE00144.mp4	5659	5384	3.14184763477	2.38659089333	0.107197133441	0.165972784957
145	ACCEDE00145.mp4	3147	2891	2.58585227594	1.67845445485	0.120776548229	0.132788677443
146	ACCEDE00146.mp4	7037	3485	3.29015706597	1.81381090894	0.103042182266	0.146991121705
147	ACCEDE00147.mp4	4014	4750	2.83155044296	2.17163717792	0.116763078086	0.165556115754
148	ACCEDE00148.mp4	7486	7152	3.32982516597	3.11164910844	0.10128448423	0.141938277996
149	ACCEDE00149.mp4	4849	2148	3.01276709909	1.53853190078	0.110963404484	0.11799545192
150	ACCEDE00150.mp4	2540	7903	2.3801401722	3.47559800748	0.119032921602	0.134107303683
151	ACCEDE00151.mp4	1204	2293	1.85077756255	1.56327336068	0.0986164802528	0.120025132923
152	ACCEDE00152.mp4	4905	3879	3.02306915265	1.9151084234	0.110625461641	0.155023545223
153	ACCEDE00153.mp4	7288	7586	3.312429255	3.31790387465	0.102044565507	0.135939369951
154	ACCEDE00154.mp4	3875	635	2.79614014257	1.35457675728	0.117701205213	0.158984922579
155	ACCEDE00155.mp4	7107	2541	3.29641832427	1.60847301346	0.102768154278	0.124702820939
156	ACCEDE00156.mp4	3643	2766	2.73363093869	1.65262907623	0.119090597332	0.129784517129
157	ACCEDE00157.mp4	5850	3572	3.16672268039	1.83538851623	0.106612671547	0.148902044065
158	ACCEDE00158.mp4	8623	3737	3.43860247079	1.87754160332	0.106242103607	0.152322504681
159	ACCEDE00159.mp4	9794	102	3.59330850058	1.32203319673	0.163823635766	0.203260587643
160	ACCEDE00160.mp4	9513	3756	3.55072020888	1.88249901545	0.143382698159	0.152697577101
161	ACCEDE00161.mp4	3914	1322	2.80622973548	1.42131738721	0.11744417447	0.123991285941
162	ACCEDE00162.mp4	6203	3558	3.20823459602	1.83188602431	0.105665406302	0.148599200306
163	ACCEDE00163.mp4	6591	5935	3.24850380722	2.59271940777	0.104589354383	0.161542862678
164	ACCEDE00164.mp4	7905	6265	3.36727928581	2.7247725677	0.100359790922	0.157099354883
165	ACCEDE00165.mp4	7898	1956	3.36663775482	1.50768489868	0.100360727298	0.116415432077
166	ACCEDE00166.mp4	8767	4922	3.45465746167	2.22760195591	0.109551275833	0.166283577
167	ACCEDE00167.mp4	9648	232	3.57071141364	1.3284208257	0.152687401132	0.191283254667
168	ACCEDE00168.mp4	8864	1245	3.46588292077	1.41244750839	0.112317877892	0.126509267179
169	ACCEDE00169.mp4	6727	6262	3.26161331938	2.72354306402	0.10415864691	0.157144659287
170	ACCEDE00170.mp4	9728	1899	3.58296612052	1.49894705877	0.158653367824	0.116235668129
171	ACCEDE00171.mp4	9139	1736	3.49966480999	1.47502072949	0.122733114871	0.116569092768
172	ACCEDE00172.mp4	5055	7590	3.04959320417	3.31985666872	0.109776070001	0.135899491648
173	ACCEDE00173.mp4	7459	5832	3.32745188358	2.55282216388	0.101382653883	0.162677804777
174	ACCEDE00174.mp4	9763	2465	3.58842441402	1.59423480505	0.161367463095	0.123139378765
175	ACCEDE00175.mp4	8743	1964	3.45193216466	1.50892664506	0.108935279986	0.116452042426
176	ACCEDE00176.mp4	9387	5179	3.53282453858	2.31448530181	0.135578746709	0.166513675166
177	ACCEDE00177.mp4	5102	1465	3.0575903372	1.43872068342	0.109527331466	0.120282130633
178	ACCEDE00178.mp4	7756	1936	3.35376718186	1.50459709892	0.10051249956	0.116335996773
179	ACCEDE00179.mp4	8432	7764	3.41833798843	3.40571943929	0.103169905487	0.134551952644
180	ACCEDE00180.mp4	7307	3172	3.31410040223	1.7398848506	0.101968850444	0.139656551435
181	ACCEDE00181.mp4	8360	4516	3.41097624108	2.09830950217	0.102353081044	0.163828998616
182	ACCEDE00182.mp4	5175	3387	3.06972220288	1.79004142847	0.10915780351	0.144762518061
183	ACCEDE00183.mp4	8591	1641	3.43512855258	1.46180100239	0.105628053255	0.11739695147
184	ACCEDE00184.mp4	9762	1820	3.58826763982	1.48715455318	0.161289046818	0.116233738817
185	ACCEDE00185.mp4	8902	6340	3.47037514565	2.75568321696	0.113526376363	0.155941627429
186	ACCEDE00186.mp4	1962	3768	2.16196671931	1.88564101726	0.112387478679	0.15293234846
187	ACCEDE00187.mp4	8757	7773	3.45351945518	3.41020933941	0.109291378687	0.134504801283
188	ACCEDE00188.mp4	8841	8901	3.46319013682	4.0108840728	0.11162095439	0.155454699822
189	ACCEDE00189.mp4	9144	22	3.50030727455	1.31859933336	0.122959237533	0.210976451531
190	ACCEDE00190.mp4	5922	7858	3.17563448577	3.45285031558	0.106410166485	0.134182580228
191	ACCEDE00191.mp4	6132	3486	3.2003047821	1.81405638333	0.105850555615	0.147013465787
192	ACCEDE00192.mp4	7322	2557	3.31541901992	1.6115140764	0.101909303554	0.125043812342
193	ACCEDE00193.mp4	6921	1694	3.27965428817	1.46911036801	0.103480776645	0.116874630121
194	ACCEDE00194.mp4	7693	2875	3.34813153098	1.67509721458	0.10064742882	0.132400065059
195	ACCEDE00195.mp4	2857	941	2.49082669364	1.3808551245	0.120565376267	0.139993961554
196	ACCEDE00196.mp4	8506	379	3.42605768798	1.33684832799	0.104195829566	0.17862027572
197	ACCEDE00197.mp4	8838	6389	3.46284034538	2.77605791755	0.111531951066	0.155160704592
198	ACCEDE00198.mp4	8301	2253	3.40504735394	1.55632388403	0.101806373595	0.119403676288
199	ACCEDE00199.mp4	6388	6677	3.22803189732	2.89868241585	0.105173210543	0.150269462952
200	ACCEDE00200.mp4	5469	3887	3.11517732689	1.91726036292	0.107872298856	0.155168485356
201	ACCEDE00201.mp4	8654	265	3.44199962562	1.33020142478	0.10687777726	0.188357238204
202	ACCEDE00202.mp4	4170	423	2.86947540497	1.33961945663	0.115656571747	0.175020567007
203	ACCEDE00203.mp4	1665	1597	2.04287224181	1.45585910773	0.107267310669	0.117949801103
204	ACCEDE00204.mp4	9583	8352	3.56097902866	3.70913099194	0.148086688556	0.137737465628
205	ACCEDE00205.mp4	4329	8999	2.90616947788	4.06662462778	0.114505894553	0.160293536788
206	ACCEDE00206.mp4	7394	6235	3.3217431217	2.71250149277	0.101627697479	0.157548758293
207	ACCEDE00207.mp4	9498	6062	3.54855157051	2.64277720069	0.14240878485	0.159970093792
208	ACCEDE00208.mp4	5351	3142	3.09756972677	1.73310368943	0.108350361788	0.138927523633
209	ACCEDE00209.mp4	8622	380	3.43849340958	1.33691003614	0.106222272608	0.178537467248
210	ACCEDE00210.mp4	9420	8071	3.53744151455	3.56158130307	0.137539716235	0.134475786139
211	ACCEDE00211.mp4	7903	385	3.36709591662	1.33721946436	0.100359988031	0.178124116399
212	ACCEDE00212.mp4	8468	560	3.42207352638	1.34898129968	0.103644411605	0.164403325263
213	ACCEDE00213.mp4	8673	1345	3.44409748789	1.42403487119	0.107287692429	0.123310141408
214	ACCEDE00214.mp4	8278	5098	3.40276023534	2.28668010719	0.10162119445	0.166551329907
215	ACCEDE00215.mp4	7612	4924	3.34093692814	2.22826300384	0.10086701337	0.166289323875
216	ACCEDE00216.mp4	3386	542	2.65943694989	1.34768791089	0.120234645851	0.165745965606
217	ACCEDE00217.mp4	1187	2026	1.84355713065	1.51867856734	0.0983242148039	0.116826307572
218	ACCEDE00218.mp4	2630	8860	2.41225891906	3.98773263521	0.119616781635	0.153581000785
219	ACCEDE00219.mp4	4435	9289	2.9295459343	4.23489978799	0.113742812262	0.177517634609
220	ACCEDE00220.mp4	1654	8310	2.03838367335	3.68678035294	0.107062645905	0.137018704518
221	ACCEDE00221.mp4	988	3060	1.75846409386	1.71484020088	0.0953425553134	0.136923854797
222	ACCEDE00222.mp4	2778	3182	2.46388912986	1.74215707064	0.120318103651	0.139898913691
223	ACCEDE00223.mp4	9304	246	3.52142788883	1.32916836244	0.130907969143	0.190036139417
224	ACCEDE00224.mp4	1920	3081	2.14538399123	1.71947954062	0.111720927346	0.137438107814
225	ACCEDE00225.mp4	6059	2527	3.19194211706	1.60582450802	0.106041748664	0.124407654982
226	ACCEDE00226.mp4	4904	8376	3.02288711746	3.7219496443	0.110631400138	0.138186741503
227	ACCEDE00227.mp4	9772	6208	3.58983756482	2.70150305275	0.162075506212	0.157946151218
228	ACCEDE00228.mp4	3309	9392	2.63620689178	4.2958639518	0.120471184205	0.184641030198
229	ACCEDE00229.mp4	7733	9554	3.35170513917	4.3930193113	0.10055765186	0.196855597346
230	ACCEDE00230.mp4	9775	7914	3.59030948883	3.48117677719	0.162312438256	0.134099488371
231	ACCEDE00231.mp4	7209	5867	3.30546547128	2.56630907349	0.102361177999	0.16230684379
232	ACCEDE00232.mp4	7629	4012	3.34244280378	1.95137622641	0.100817190378	0.157327333412
233	ACCEDE00233.mp4	7877	7290	3.36471747832	3.17602403645	0.100367595101	0.139741580798
234	ACCEDE00234.mp4	3986	3904	2.82454035553	1.92184580695	0.116956608124	0.155473830632
235	ACCEDE00235.mp4	8861	2019	3.46553057524	1.51756615461	0.112225507746	0.116776218966
236	ACCEDE00236.mp4	9256	4539	3.51497586501	2.10537335959	0.12837767839	0.164036110692
237	ACCEDE00237.mp4	9604	1642	3.56410148293	1.46193737666	0.149548695521	0.117385656066
238	ACCEDE00238.mp4	9517	4147	3.55130027338	1.98925970343	0.143644446453	0.159425506104
239	ACCEDE00239.mp4	2493	1308	2.36315599102	1.41967859025	0.118679593399	0.124421866633
240	ACCEDE00240.mp4	4890	4308	3.02033127981	2.03584903938	0.110714910281	0.161593152398
241	ACCEDE00241.mp4	9101	597	3.49481605851	1.3517001325	0.121058317538	0.161694489564
242	ACCEDE00242.mp4	6726	32	3.26151845698	1.31900785857	0.104161946055	0.209997977928
243	ACCEDE00243.mp4	5555	4720	3.12749851566	2.16205514916	0.107553262236	0.165382039552
244	ACCEDE00244.mp4	6307	4876	3.21951018804	2.2124631716	0.105391671503	0.166134194951
245	ACCEDE00245.mp4	4030	8196	2.83552840462	3.62664042746	0.116651638246	0.135487743137
246	ACCEDE00246.mp4	6690	6553	3.25808900747	2.84528416778	0.10427938405	0.152427893626
247	ACCEDE00247.mp4	8484	3820	3.42374585562	1.89935480889	0.10387013871	0.153930354718
248	ACCEDE00248.mp4	9163	464	3.50275819177	1.34230473954	0.123830750144	0.171748129178
249	ACCEDE00249.mp4	9596	538	3.56290952467	1.34740309441	0.148988988045	0.166046517505
250	ACCEDE00250.mp4	9048	2097	3.48815245752	1.53012543839	0.118850706338	0.117440925324
251	ACCEDE00251.mp4	6637	450	3.25298682428	1.3413766315	0.104447640905	0.172856574372
252	ACCEDE00252.mp4	7509	4112	3.33184842737	1.97933452262	0.101202909626	0.158905562285
253	ACCEDE00253.mp4	7217	3801	3.30617205677	1.89432545221	0.102329075051	0.153569381646
254	ACCEDE00254.mp4	6483	397	3.23776037616	1.33796812693	0.104907596821	0.177136789508
255	ACCEDE00255.mp4	2532	6856	2.37725937069	2.97736983508	0.11897514061	0.147085714131
256	ACCEDE00256.mp4	2748	7268	2.45354516134	3.1656858723	0.120201391372	0.140078130476
257	ACCEDE00257.mp4	5631	803	3.1380422736	1.36831825649	0.107290040278	0.147917895557
258	ACCEDE00258.mp4	6905	2360	3.27819092401	1.57512581071	0.103539459454	0.121158828853
259	ACCEDE00259.mp4	7587	3656	3.33872581496	1.85664699058	0.100943463859	0.150678827906
260	ACCEDE00260.mp4	7893	4596	3.36617996331	2.12301433707	0.10036181545	0.164514468109
261	ACCEDE00261.mp4	9637	2100	3.56905031672	1.5306156763	0.15189318029	0.117471017466
262	ACCEDE00262.mp4	8309	3738	3.4058459973	1.87780198726	0.101874371934	0.152342346936
263	ACCEDE00263.mp4	8559	5353	3.43168729727	2.37552755313	0.105055627756	0.166095043473
264	ACCEDE00264.mp4	6998	4378	3.2866453772	2.05658362083	0.103192052647	0.162417878562
265	ACCEDE00265.mp4	7722	2871	3.35072086033	1.67426027111	0.100580963959	0.132303057933
266	ACCEDE00266.mp4	8996	1331	3.48172478832	1.42237702312	0.116828364002	0.123720868461
267	ACCEDE00267.mp4	8608	2411	3.43696996076	1.58432585215	0.105949008584	0.122092194467
268	ACCEDE00268.mp4	9742	3362	3.58514232873	1.78406875156	0.159731464942	0.14418256817
269	ACCEDE00269.mp4	7157	1669	3.30086287107	1.46564184632	0.102569416208	0.117101723454
270	ACCEDE00270.mp4	7851	2263	3.36234865697	1.55805237846	0.100384182058	0.119554926205
271	ACCEDE00271.mp4	8686	3711	3.44553984675	1.87079238767	0.107577203313	0.151802691917
272	ACCEDE00272.mp4	8157	8854	3.39093662445	3.98435296221	0.100881139113	0.15331429529
273	ACCEDE00273.mp4	7203	688	3.3049352888	1.35873156804	0.102385249433	0.155330797401
274	ACCEDE00274.mp4	8747	5039	3.45238497422	2.2666712919	0.109036102987	0.166515108111
275	ACCEDE00275.mp4	9781	3467	3.59125464856	1.80940248725	0.162787676813	0.146587495586
276	ACCEDE00276.mp4	9066	5388	3.49040273573	2.38802256264	0.119583791035	0.165955972837
277	ACCEDE00277.mp4	8938	3931	3.47468143989	1.92916371497	0.114737837104	0.155951302362
278	ACCEDE00278.mp4	3962	890	2.81848238569	1.37609067679	0.117120842778	0.142795739428
279	ACCEDE00279.mp4	7272	8440	3.31102104867	3.75629932573	0.10210852062	0.13952447334
280	ACCEDE00280.mp4	5910	7217	3.1741660316	3.14183026368	0.106443395513	0.140879460398
281	ACCEDE00281.mp4	5455	8386	3.1131313254	3.72730080749	0.107926507686	0.138382309529
282	ACCEDE00282.mp4	2993	1479	2.5361568225	1.44048952487	0.120795026831	0.119985803166
283	ACCEDE00283.mp4	3284	4194	2.62856657434	2.00270181419	0.120535889334	0.160096670018
