id	name	set
111	ACCEDE00111.mp4	1
112	ACCEDE00112.mp4	1
113	ACCEDE00113.mp4	1
114	ACCEDE00114.mp4	1
115	ACCEDE00115.mp4	1
116	ACCEDE00116.mp4	1
117	ACCEDE00117.mp4	1
118	ACCEDE00118.mp4	1
119	ACCEDE00119.mp4	1
120	ACCEDE00120.mp4	1
121	ACCEDE00121.mp4	1
122	ACCEDE00122.mp4	1
123	ACCEDE00123.mp4	1
124	ACCEDE00124.mp4	1
125	ACCEDE00125.mp4	1
126	ACCEDE00126.mp4	1
127	ACCEDE00127.mp4	1
128	ACCEDE00128.mp4	1
129	ACCEDE00129.mp4	1
130	ACCEDE00130.mp4	1
131	ACCEDE00131.mp4	1
132	ACCEDE00132.mp4	1
133	ACCEDE00133.mp4	1
134	ACCEDE00134.mp4	1
135	ACCEDE00135.mp4	1
136	ACCEDE00136.mp4	1
137	ACCEDE00137.mp4	1
138	ACCEDE00138.mp4	1
139	ACCEDE00139.mp4	1
140	ACCEDE00140.mp4	1
141	ACCEDE00141.mp4	1
142	ACCEDE00142.mp4	1
143	ACCEDE00143.mp4	1
144	ACCEDE00144.mp4	1
145	ACCEDE00145.mp4	1
146	ACCEDE00146.mp4	1
147	ACCEDE00147.mp4	1
148	ACCEDE00148.mp4	1
149	ACCEDE00149.mp4	1
150	ACCEDE00150.mp4	1
151	ACCEDE00151.mp4	1
152	ACCEDE00152.mp4	1
153	ACCEDE00153.mp4	1
154	ACCEDE00154.mp4	1
155	ACCEDE00155.mp4	1
156	ACCEDE00156.mp4	1
157	ACCEDE00157.mp4	1
158	ACCEDE00158.mp4	1
159	ACCEDE00159.mp4	1
160	ACCEDE00160.mp4	1
161	ACCEDE00161.mp4	1
162	ACCEDE00162.mp4	1
163	ACCEDE00163.mp4	1
164	ACCEDE00164.mp4	1
165	ACCEDE00165.mp4	1
166	ACCEDE00166.mp4	1
167	ACCEDE00167.mp4	1
168	ACCEDE00168.mp4	1
169	ACCEDE00169.mp4	1
170	ACCEDE00170.mp4	1
171	ACCEDE00171.mp4	1
172	ACCEDE00172.mp4	1
173	ACCEDE00173.mp4	1
174	ACCEDE00174.mp4	1
175	ACCEDE00175.mp4	1
176	ACCEDE00176.mp4	1
177	ACCEDE00177.mp4	1
178	ACCEDE00178.mp4	1
179	ACCEDE00179.mp4	1
180	ACCEDE00180.mp4	1
181	ACCEDE00181.mp4	1
182	ACCEDE00182.mp4	1
183	ACCEDE00183.mp4	1
184	ACCEDE00184.mp4	1
185	ACCEDE00185.mp4	1
186	ACCEDE00186.mp4	1
187	ACCEDE00187.mp4	1
188	ACCEDE00188.mp4	1
189	ACCEDE00189.mp4	1
190	ACCEDE00190.mp4	1
191	ACCEDE00191.mp4	1
192	ACCEDE00192.mp4	1
193	ACCEDE00193.mp4	1
194	ACCEDE00194.mp4	1
195	ACCEDE00195.mp4	1
196	ACCEDE00196.mp4	1
197	ACCEDE00197.mp4	1
198	ACCEDE00198.mp4	1
199	ACCEDE00199.mp4	1
200	ACCEDE00200.mp4	1
201	ACCEDE00201.mp4	1
202	ACCEDE00202.mp4	1
203	ACCEDE00203.mp4	1
204	ACCEDE00204.mp4	1
205	ACCEDE00205.mp4	1
206	ACCEDE00206.mp4	1
207	ACCEDE00207.mp4	1
208	ACCEDE00208.mp4	1
209	ACCEDE00209.mp4	1
210	ACCEDE00210.mp4	1
211	ACCEDE00211.mp4	1
212	ACCEDE00212.mp4	1
213	ACCEDE00213.mp4	1
214	ACCEDE00214.mp4	1
215	ACCEDE00215.mp4	1
216	ACCEDE00216.mp4	1
217	ACCEDE00217.mp4	1
218	ACCEDE00218.mp4	1
219	ACCEDE00219.mp4	1
220	ACCEDE00220.mp4	1
221	ACCEDE00221.mp4	1
222	ACCEDE00222.mp4	1
223	ACCEDE00223.mp4	1
224	ACCEDE00224.mp4	1
225	ACCEDE00225.mp4	1
226	ACCEDE00226.mp4	1
227	ACCEDE00227.mp4	1
228	ACCEDE00228.mp4	1
229	ACCEDE00229.mp4	1
230	ACCEDE00230.mp4	1
231	ACCEDE00231.mp4	1
232	ACCEDE00232.mp4	1
233	ACCEDE00233.mp4	1
234	ACCEDE00234.mp4	1
235	ACCEDE00235.mp4	1
236	ACCEDE00236.mp4	1
237	ACCEDE00237.mp4	1
238	ACCEDE00238.mp4	1
239	ACCEDE00239.mp4	1
240	ACCEDE00240.mp4	1
241	ACCEDE00241.mp4	1
242	ACCEDE00242.mp4	1
243	ACCEDE00243.mp4	1
244	ACCEDE00244.mp4	1
245	ACCEDE00245.mp4	1
246	ACCEDE00246.mp4	1
247	ACCEDE00247.mp4	1
248	ACCEDE00248.mp4	1
249	ACCEDE00249.mp4	1
250	ACCEDE00250.mp4	1
251	ACCEDE00251.mp4	1
252	ACCEDE00252.mp4	1
253	ACCEDE00253.mp4	1
254	ACCEDE00254.mp4	1
255	ACCEDE00255.mp4	1
256	ACCEDE00256.mp4	1
257	ACCEDE00257.mp4	1
258	ACCEDE00258.mp4	1
259	ACCEDE00259.mp4	1
260	ACCEDE00260.mp4	1
261	ACCEDE00261.mp4	1
262	ACCEDE00262.mp4	1
263	ACCEDE00263.mp4	1
264	ACCEDE00264.mp4	1
265	ACCEDE00265.mp4	1
266	ACCEDE00266.mp4	1
267	ACCEDE00267.mp4	1
268	ACCEDE00268.mp4	1
269	ACCEDE00269.mp4	1
270	ACCEDE00270.mp4	1
271	ACCEDE00271.mp4	1
272	ACCEDE00272.mp4	1
273	ACCEDE00273.mp4	1
274	ACCEDE00274.mp4	1
275	ACCEDE00275.mp4	1
276	ACCEDE00276.mp4	1
277	ACCEDE00277.mp4	1
278	ACCEDE00278.mp4	1
279	ACCEDE00279.mp4	1
280	ACCEDE00280.mp4	1
281	ACCEDE00281.mp4	1
282	ACCEDE00282.mp4	1
283	ACCEDE00283.mp4	1
284	ACCEDE00284.mp4	1
285	ACCEDE00285.mp4	1
286	ACCEDE00286.mp4	1
287	ACCEDE00287.mp4	1
288	ACCEDE00288.mp4	1
289	ACCEDE00289.mp4	1
290	ACCEDE00290.mp4	1
291	ACCEDE00291.mp4	1
292	ACCEDE00292.mp4	1
293	ACCEDE00293.mp4	1
294	ACCEDE00294.mp4	1
295	ACCEDE00295.mp4	1
296	ACCEDE00296.mp4	1
297	ACCEDE00297.mp4	1
298	ACCEDE00298.mp4	1
299	ACCEDE00299.mp4	1
300	ACCEDE00300.mp4	1
301	ACCEDE00301.mp4	1
302	ACCEDE00302.mp4	1
303	ACCEDE00303.mp4	1
304	ACCEDE00304.mp4	1
305	ACCEDE00305.mp4	1
306	ACCEDE00306.mp4	1
307	ACCEDE00307.mp4	1
308	ACCEDE00308.mp4	1
309	ACCEDE00309.mp4	1
310	ACCEDE00310.mp4	1
311	ACCEDE00311.mp4	1
312	ACCEDE00312.mp4	1
313	ACCEDE00313.mp4	1
314	ACCEDE00314.mp4	1
315	ACCEDE00315.mp4	1
316	ACCEDE00316.mp4	1
317	ACCEDE00317.mp4	1
318	ACCEDE00318.mp4	1
319	ACCEDE00319.mp4	1
320	ACCEDE00320.mp4	1
321	ACCEDE00321.mp4	1
322	ACCEDE00322.mp4	1
323	ACCEDE00323.mp4	1
324	ACCEDE00324.mp4	1
325	ACCEDE00325.mp4	1
326	ACCEDE00326.mp4	1
327	ACCEDE00327.mp4	1
328	ACCEDE00328.mp4	1
329	ACCEDE00329.mp4	1
330	ACCEDE00330.mp4	1
331	ACCEDE00331.mp4	1
332	ACCEDE00332.mp4	1
333	ACCEDE00333.mp4	1
334	ACCEDE00334.mp4	1
335	ACCEDE00335.mp4	1
336	ACCEDE00336.mp4	1
337	ACCEDE00337.mp4	1
338	ACCEDE00338.mp4	1
339	ACCEDE00339.mp4	1
340	ACCEDE00340.mp4	1
341	ACCEDE00341.mp4	1
342	ACCEDE00342.mp4	1
343	ACCEDE00343.mp4	1
344	ACCEDE00344.mp4	1
345	ACCEDE00345.mp4	1
346	ACCEDE00346.mp4	1
347	ACCEDE00347.mp4	1
348	ACCEDE00348.mp4	1
349	ACCEDE00349.mp4	1
350	ACCEDE00350.mp4	1
351	ACCEDE00351.mp4	1
352	ACCEDE00352.mp4	1
353	ACCEDE00353.mp4	1
354	ACCEDE00354.mp4	1
355	ACCEDE00355.mp4	1
356	ACCEDE00356.mp4	1
357	ACCEDE00357.mp4	1
358	ACCEDE00358.mp4	1
359	ACCEDE00359.mp4	1
360	ACCEDE00360.mp4	1
361	ACCEDE00361.mp4	1
362	ACCEDE00362.mp4	1
363	ACCEDE00363.mp4	1
364	ACCEDE00364.mp4	1
365	ACCEDE00365.mp4	1
366	ACCEDE00366.mp4	1
367	ACCEDE00367.mp4	1
368	ACCEDE00368.mp4	1
369	ACCEDE00369.mp4	1
370	ACCEDE00370.mp4	1
371	ACCEDE00371.mp4	1
372	ACCEDE00372.mp4	1
373	ACCEDE00373.mp4	1
374	ACCEDE00374.mp4	1
375	ACCEDE00375.mp4	1
376	ACCEDE00376.mp4	1
377	ACCEDE00377.mp4	1
378	ACCEDE00378.mp4	1
379	ACCEDE00379.mp4	1
380	ACCEDE00380.mp4	1
381	ACCEDE00381.mp4	1
382	ACCEDE00382.mp4	1
383	ACCEDE00383.mp4	1
384	ACCEDE00384.mp4	1
385	ACCEDE00385.mp4	1
386	ACCEDE00386.mp4	1
387	ACCEDE00387.mp4	1
388	ACCEDE00388.mp4	1
389	ACCEDE00389.mp4	1
390	ACCEDE00390.mp4	1
391	ACCEDE00391.mp4	1
392	ACCEDE00392.mp4	1
393	ACCEDE00393.mp4	1
394	ACCEDE00394.mp4	1
395	ACCEDE00395.mp4	1
396	ACCEDE00396.mp4	1
397	ACCEDE00397.mp4	0
398	ACCEDE00398.mp4	0
399	ACCEDE00399.mp4	0
400	ACCEDE00400.mp4	0
401	ACCEDE00401.mp4	0
402	ACCEDE00402.mp4	0
403	ACCEDE00403.mp4	0
404	ACCEDE00404.mp4	0
405	ACCEDE00405.mp4	0
406	ACCEDE00406.mp4	0
407	ACCEDE00407.mp4	0
408	ACCEDE00408.mp4	0
409	ACCEDE00409.mp4	0
410	ACCEDE00410.mp4	0
411	ACCEDE00411.mp4	0
412	ACCEDE00412.mp4	0
413	ACCEDE00413.mp4	0
414	ACCEDE00414.mp4	0
415	ACCEDE00415.mp4	0
416	ACCEDE00416.mp4	0
417	ACCEDE00417.mp4	0
418	ACCEDE00418.mp4	0
419	ACCEDE00419.mp4	0
420	ACCEDE00420.mp4	0
421	ACCEDE00421.mp4	0
422	ACCEDE00422.mp4	0
423	ACCEDE00423.mp4	0
424	ACCEDE00424.mp4	0
425	ACCEDE00425.mp4	0
426	ACCEDE00426.mp4	0
427	ACCEDE00427.mp4	0
428	ACCEDE00428.mp4	0
429	ACCEDE00429.mp4	0
430	ACCEDE00430.mp4	0
431	ACCEDE00431.mp4	0
432	ACCEDE00432.mp4	0
433	ACCEDE00433.mp4	0
434	ACCEDE00434.mp4	0
435	ACCEDE00435.mp4	0
436	ACCEDE00436.mp4	0
437	ACCEDE00437.mp4	0
438	ACCEDE00438.mp4	0
439	ACCEDE00439.mp4	0
440	ACCEDE00440.mp4	0
441	ACCEDE00441.mp4	0
442	ACCEDE00442.mp4	0
443	ACCEDE00443.mp4	1
444	ACCEDE00444.mp4	1
445	ACCEDE00445.mp4	1
446	ACCEDE00446.mp4	1
447	ACCEDE00447.mp4	1
448	ACCEDE00448.mp4	1
449	ACCEDE00449.mp4	1
450	ACCEDE00450.mp4	1
451	ACCEDE00451.mp4	1
452	ACCEDE00452.mp4	1
453	ACCEDE00453.mp4	1
454	ACCEDE00454.mp4	1
455	ACCEDE00455.mp4	1
456	ACCEDE00456.mp4	1
457	ACCEDE00457.mp4	1
458	ACCEDE00458.mp4	0
459	ACCEDE00459.mp4	0
460	ACCEDE00460.mp4	0
461	ACCEDE00461.mp4	0
462	ACCEDE00462.mp4	0
463	ACCEDE00463.mp4	0
464	ACCEDE00464.mp4	0
465	ACCEDE00465.mp4	0
466	ACCEDE00466.mp4	0
467	ACCEDE00467.mp4	0
468	ACCEDE00468.mp4	0
469	ACCEDE00469.mp4	0
470	ACCEDE00470.mp4	0
471	ACCEDE00471.mp4	0
472	ACCEDE00472.mp4	0
473	ACCEDE00473.mp4	0
474	ACCEDE00474.mp4	0
475	ACCEDE00475.mp4	0
476	ACCEDE00476.mp4	0
477	ACCEDE00477.mp4	0
478	ACCEDE00478.mp4	0
479	ACCEDE00479.mp4	0
480	ACCEDE00480.mp4	0
481	ACCEDE00481.mp4	0
482	ACCEDE00482.mp4	0
483	ACCEDE00483.mp4	0
484	ACCEDE00484.mp4	0
485	ACCEDE00485.mp4	0
486	ACCEDE00486.mp4	0
487	ACCEDE00487.mp4	0
488	ACCEDE00488.mp4	1
489	ACCEDE00489.mp4	1
490	ACCEDE00490.mp4	1
491	ACCEDE00491.mp4	1
492	ACCEDE00492.mp4	1
493	ACCEDE00493.mp4	1
494	ACCEDE00494.mp4	1
495	ACCEDE00495.mp4	1
496	ACCEDE00496.mp4	1
497	ACCEDE00497.mp4	1
498	ACCEDE00498.mp4	1
499	ACCEDE00499.mp4	1
500	ACCEDE00500.mp4	1
501	ACCEDE00501.mp4	1
502	ACCEDE00502.mp4	1
503	ACCEDE00503.mp4	2
504	ACCEDE00504.mp4	2
505	ACCEDE00505.mp4	2
506	ACCEDE00506.mp4	2
507	ACCEDE00507.mp4	2
508	ACCEDE00508.mp4	2
509	ACCEDE00509.mp4	2
510	ACCEDE00510.mp4	2
511	ACCEDE00511.mp4	2
512	ACCEDE00512.mp4	2
513	ACCEDE00513.mp4	2
514	ACCEDE00514.mp4	2
515	ACCEDE00515.mp4	2
516	ACCEDE00516.mp4	2
517	ACCEDE00517.mp4	2
518	ACCEDE00518.mp4	0
519	ACCEDE00519.mp4	0
520	ACCEDE00520.mp4	0
521	ACCEDE00521.mp4	0
522	ACCEDE00522.mp4	0
523	ACCEDE00523.mp4	0
524	ACCEDE00524.mp4	0
525	ACCEDE00525.mp4	0
526	ACCEDE00526.mp4	0
527	ACCEDE00527.mp4	0
528	ACCEDE00528.mp4	0
529	ACCEDE00529.mp4	0
530	ACCEDE00530.mp4	0
531	ACCEDE00531.mp4	0
532	ACCEDE00532.mp4	0
533	ACCEDE00533.mp4	0
534	ACCEDE00534.mp4	0
535	ACCEDE00535.mp4	0
536	ACCEDE00536.mp4	0
537	ACCEDE00537.mp4	0
538	ACCEDE00538.mp4	0
539	ACCEDE00539.mp4	0
540	ACCEDE00540.mp4	0
541	ACCEDE00541.mp4	0
542	ACCEDE00542.mp4	0
543	ACCEDE00543.mp4	0
544	ACCEDE00544.mp4	2
545	ACCEDE00545.mp4	2
546	ACCEDE00546.mp4	2
547	ACCEDE00547.mp4	2
548	ACCEDE00548.mp4	2
549	ACCEDE00549.mp4	2
550	ACCEDE00550.mp4	2
551	ACCEDE00551.mp4	2
552	ACCEDE00552.mp4	2
553	ACCEDE00553.mp4	2
554	ACCEDE00554.mp4	2
555	ACCEDE00555.mp4	2
556	ACCEDE00556.mp4	2
557	ACCEDE00557.mp4	2
558	ACCEDE00558.mp4	2
559	ACCEDE00559.mp4	2
560	ACCEDE00560.mp4	0
561	ACCEDE00561.mp4	0
562	ACCEDE00562.mp4	0
563	ACCEDE00563.mp4	0
564	ACCEDE00564.mp4	0
565	ACCEDE00565.mp4	0
566	ACCEDE00566.mp4	0
567	ACCEDE00567.mp4	0
568	ACCEDE00568.mp4	0
569	ACCEDE00569.mp4	0
570	ACCEDE00570.mp4	0
571	ACCEDE00571.mp4	0
572	ACCEDE00572.mp4	0
573	ACCEDE00573.mp4	1
574	ACCEDE00574.mp4	1
575	ACCEDE00575.mp4	1
576	ACCEDE00576.mp4	1
577	ACCEDE00577.mp4	1
578	ACCEDE00578.mp4	1
579	ACCEDE00579.mp4	1
580	ACCEDE00580.mp4	1
581	ACCEDE00581.mp4	1
582	ACCEDE00582.mp4	1
583	ACCEDE00583.mp4	1
584	ACCEDE00584.mp4	1
585	ACCEDE00585.mp4	1
586	ACCEDE00586.mp4	1
587	ACCEDE00587.mp4	1
588	ACCEDE00588.mp4	1
589	ACCEDE00589.mp4	0
590	ACCEDE00590.mp4	0
591	ACCEDE00591.mp4	0
592	ACCEDE00592.mp4	0
593	ACCEDE00593.mp4	0
594	ACCEDE00594.mp4	0
595	ACCEDE00595.mp4	0
596	ACCEDE00596.mp4	0
597	ACCEDE00597.mp4	0
598	ACCEDE00598.mp4	0
599	ACCEDE00599.mp4	0
600	ACCEDE00600.mp4	2
601	ACCEDE00601.mp4	2
602	ACCEDE00602.mp4	2
603	ACCEDE00603.mp4	2
604	ACCEDE00604.mp4	2
605	ACCEDE00605.mp4	2
606	ACCEDE00606.mp4	2
607	ACCEDE00607.mp4	2
608	ACCEDE00608.mp4	2
609	ACCEDE00609.mp4	2
610	ACCEDE00610.mp4	2
611	ACCEDE00611.mp4	2
612	ACCEDE00612.mp4	2
613	ACCEDE00613.mp4	2
614	ACCEDE00614.mp4	2
615	ACCEDE00615.mp4	2
616	ACCEDE00616.mp4	2
617	ACCEDE00617.mp4	2
618	ACCEDE00618.mp4	2
619	ACCEDE00619.mp4	2
620	ACCEDE00620.mp4	2
621	ACCEDE00621.mp4	2
622	ACCEDE00622.mp4	2
623	ACCEDE00623.mp4	2
624	ACCEDE00624.mp4	2
625	ACCEDE00625.mp4	2
626	ACCEDE00626.mp4	2
627	ACCEDE00627.mp4	2
628	ACCEDE00628.mp4	2
629	ACCEDE00629.mp4	2
630	ACCEDE00630.mp4	2
631	ACCEDE00631.mp4	1
632	ACCEDE00632.mp4	1
633	ACCEDE00633.mp4	1
634	ACCEDE00634.mp4	1
635	ACCEDE00635.mp4	1
636	ACCEDE00636.mp4	1
637	ACCEDE00637.mp4	1
638	ACCEDE00638.mp4	1
639	ACCEDE00639.mp4	1
640	ACCEDE00640.mp4	1
641	ACCEDE00641.mp4	1
642	ACCEDE00642.mp4	1
643	ACCEDE00643.mp4	1
644	ACCEDE00644.mp4	0
645	ACCEDE00645.mp4	0
646	ACCEDE00646.mp4	0
647	ACCEDE00647.mp4	0
648	ACCEDE00648.mp4	0
649	ACCEDE00649.mp4	0
650	ACCEDE00650.mp4	0
651	ACCEDE00651.mp4	0
652	ACCEDE00652.mp4	0
653	ACCEDE00653.mp4	0
654	ACCEDE00654.mp4	0
655	ACCEDE00655.mp4	0
656	ACCEDE00656.mp4	0
657	ACCEDE00657.mp4	0
658	ACCEDE00658.mp4	0
659	ACCEDE00659.mp4	2
660	ACCEDE00660.mp4	0
661	ACCEDE00661.mp4	0
662	ACCEDE00662.mp4	0
663	ACCEDE00663.mp4	0
664	ACCEDE00664.mp4	0
665	ACCEDE00665.mp4	0
666	ACCEDE00666.mp4	0
667	ACCEDE00667.mp4	0
668	ACCEDE00668.mp4	0
669	ACCEDE00669.mp4	0
670	ACCEDE00670.mp4	0
671	ACCEDE00671.mp4	0
672	ACCEDE00672.mp4	0
673	ACCEDE00673.mp4	0
674	ACCEDE00674.mp4	0
675	ACCEDE00675.mp4	0
676	ACCEDE00676.mp4	0
677	ACCEDE00677.mp4	0
678	ACCEDE00678.mp4	0
679	ACCEDE00679.mp4	0
680	ACCEDE00680.mp4	0
681	ACCEDE00681.mp4	0
682	ACCEDE00682.mp4	0
683	ACCEDE00683.mp4	0
684	ACCEDE00684.mp4	0
685	ACCEDE00685.mp4	0
686	ACCEDE00686.mp4	0
687	ACCEDE00687.mp4	0
688	ACCEDE00688.mp4	0
689	ACCEDE00689.mp4	0
690	ACCEDE00690.mp4	0
691	ACCEDE00691.mp4	0
692	ACCEDE00692.mp4	0
693	ACCEDE00693.mp4	0
694	ACCEDE00694.mp4	0
695	ACCEDE00695.mp4	0
696	ACCEDE00696.mp4	0
697	ACCEDE00697.mp4	0
698	ACCEDE00698.mp4	0
699	ACCEDE00699.mp4	0
700	ACCEDE00700.mp4	0
701	ACCEDE00701.mp4	0
702	ACCEDE00702.mp4	0
703	ACCEDE00703.mp4	2
704	ACCEDE00704.mp4	2
705	ACCEDE00705.mp4	2
706	ACCEDE00706.mp4	2
707	ACCEDE00707.mp4	2
708	ACCEDE00708.mp4	2
709	ACCEDE00709.mp4	2
710	ACCEDE00710.mp4	2
711	ACCEDE00711.mp4	2
712	ACCEDE00712.mp4	2
713	ACCEDE00713.mp4	2
714	ACCEDE00714.mp4	2
715	ACCEDE00715.mp4	2
716	ACCEDE00716.mp4	2
717	ACCEDE00717.mp4	2
718	ACCEDE00718.mp4	2
719	ACCEDE00719.mp4	0
720	ACCEDE00720.mp4	0
721	ACCEDE00721.mp4	0
722	ACCEDE00722.mp4	0
723	ACCEDE00723.mp4	0
724	ACCEDE00724.mp4	0
725	ACCEDE00725.mp4	0
726	ACCEDE00726.mp4	0
727	ACCEDE00727.mp4	0
728	ACCEDE00728.mp4	0
729	ACCEDE00729.mp4	0
730	ACCEDE00730.mp4	0
731	ACCEDE00731.mp4	0
732	ACCEDE00732.mp4	0
733	ACCEDE00733.mp4	2
734	ACCEDE00734.mp4	2
735	ACCEDE00735.mp4	2
736	ACCEDE00736.mp4	2
737	ACCEDE00737.mp4	2
738	ACCEDE00738.mp4	2
739	ACCEDE00739.mp4	2
740	ACCEDE00740.mp4	2
741	ACCEDE00741.mp4	2
742	ACCEDE00742.mp4	1
743	ACCEDE00743.mp4	1
744	ACCEDE00744.mp4	1
745	ACCEDE00745.mp4	1
746	ACCEDE00746.mp4	1
747	ACCEDE00747.mp4	1
748	ACCEDE00748.mp4	1
749	ACCEDE00749.mp4	1
750	ACCEDE00750.mp4	1
751	ACCEDE00751.mp4	1
752	ACCEDE00752.mp4	1
753	ACCEDE00753.mp4	1
754	ACCEDE00754.mp4	0
755	ACCEDE00755.mp4	0
756	ACCEDE00756.mp4	0
757	ACCEDE00757.mp4	0
758	ACCEDE00758.mp4	0
759	ACCEDE00759.mp4	0
760	ACCEDE00760.mp4	0
761	ACCEDE00761.mp4	0
762	ACCEDE00762.mp4	0
763	ACCEDE00763.mp4	0
764	ACCEDE00764.mp4	0
765	ACCEDE00765.mp4	0
766	ACCEDE00766.mp4	0
767	ACCEDE00767.mp4	0
768	ACCEDE00768.mp4	0
769	ACCEDE00769.mp4	2
770	ACCEDE00770.mp4	2
771	ACCEDE00771.mp4	2
772	ACCEDE00772.mp4	2
773	ACCEDE00773.mp4	2
774	ACCEDE00774.mp4	2
775	ACCEDE00775.mp4	2
776	ACCEDE00776.mp4	2
777	ACCEDE00777.mp4	2
778	ACCEDE00778.mp4	2
779	ACCEDE00779.mp4	2
780	ACCEDE00780.mp4	0
781	ACCEDE00781.mp4	2
782	ACCEDE00782.mp4	2
783	ACCEDE00783.mp4	0
784	ACCEDE00784.mp4	0
785	ACCEDE00785.mp4	0
786	ACCEDE00786.mp4	0
787	ACCEDE00787.mp4	0
788	ACCEDE00788.mp4	0
789	ACCEDE00789.mp4	0
790	ACCEDE00790.mp4	0
791	ACCEDE00791.mp4	0
792	ACCEDE00792.mp4	0
793	ACCEDE00793.mp4	0
794	ACCEDE00794.mp4	0
795	ACCEDE00795.mp4	0
796	ACCEDE00796.mp4	0
797	ACCEDE00797.mp4	1
798	ACCEDE00798.mp4	1
799	ACCEDE00799.mp4	1
800	ACCEDE00800.mp4	1
801	ACCEDE00801.mp4	1
802	ACCEDE00802.mp4	1
803	ACCEDE00803.mp4	1
804	ACCEDE00804.mp4	1
805	ACCEDE00805.mp4	1
806	ACCEDE00806.mp4	1
807	ACCEDE00807.mp4	1
808	ACCEDE00808.mp4	1
809	ACCEDE00809.mp4	1
810	ACCEDE00810.mp4	1
811	ACCEDE00811.mp4	1
812	ACCEDE00812.mp4	1
813	ACCEDE00813.mp4	1
814	ACCEDE00814.mp4	1
815	ACCEDE00815.mp4	1
816	ACCEDE00816.mp4	1
817	ACCEDE00817.mp4	1
818	ACCEDE00818.mp4	1
819	ACCEDE00819.mp4	1
820	ACCEDE00820.mp4	1
821	ACCEDE00821.mp4	1
