id	name	colorfulness	alpha	hueCount	maxSaliencyCount	compositionalBalance	depthOfField	saliencyDisparity	spatialEdgeDistributionArea	entropyComplexity	nbWhiteFrames	nbFades	nbSceneCuts	asymmetry_env	flatness	zcr	colorStrength	colorRawEnergy
22	ACCEDE00022.mp4	68.693161	31	37	0.000864	0.526353	106.258606	0.010249	0.913163	7.526587	0	0	14	46.620635	0	0.229472	0.148291	8.907864
23	ACCEDE00023.mp4	64.895432	28	30	0.010971	13.350157	62.439777	0.116326	0.890113	11.428555	0	0	1	57.331744	0	0.2101	0.086573	7.929386
24	ACCEDE00024.mp4	59.85144	30	42	0.01208	3.312833	158.249268	0.078532	0.924931	6.632375	0	0	5	40.522916	0	0.167685	0.127003	9.786207
25	ACCEDE00025.mp4	90.527412	57	39	0.005394	0	0	0.108151	0.909252	10.154859	0	2	8	174.620149	0	0.057019	0.122572	12.236166
26	ACCEDE00026.mp4	34.954681	35	94	0.001941	1.396896	103.618034	0.312522	0.865493	13.869771	0	0	3	144.460347	0.011184	0.06326	0.058136	126.900294
27	ACCEDE00027.mp4	81.386932	47	59	0.001396	0.493694	61.004158	0.03862	0.914795	11.893987	0	1	0	155.260457	0.005214	0.058037	0.09717	20.101617
28	ACCEDE00028.mp4	59.150707	55	72	0.00079	4.473773	151.727753	0.010797	0.699604	12.550637	0	0	1	168.553152	0.005395	0.050233	0.066605	20.394248
29	ACCEDE00029.mp4	71.673912	21	18	0.006092	1.777564	177.573807	0.032807	0.796531	10.866261	0	0	0	33.679105	0	0.269703	0.112847	44.362857
30	ACCEDE00030.mp4	47.12368	44	44	0.004085	1.744715	110.540138	0.032537	0.800585	11.425442	0	0	1	19.583533	0.267038	0.312267	0.091209	11.111847
31	ACCEDE00031.mp4	34.82439	44	33	0.02549	0.434831	73.324219	0.196601	0.795768	10.372759	0	0	2	28.648629	0	0.263401	0.056731	11.295785
32	ACCEDE00032.mp4	101.713058	6	18	0.002734	3.38615	139.541901	0.080507	0.788405	9.561141	0	0	1	38.991966	0	0.255721	0.159907	71.911306
33	ACCEDE00033.mp4	49.620438	112	37	0.001754	0.407615	70.628952	0.019584	0.902454	11.642683	0	0	2	35.407961	0	0.270142	0.093761	58.708753
34	ACCEDE00034.mp4	65.104584	216	16	0.003021	4.396526	112.920479	0.093368	0.802486	5.955224	0	0	1	174.89905	0	0.041126	0.221356	43.862285
35	ACCEDE00035.mp4	31.299503	43	35	0.008232	0	0	0.068264	0.885426	10.067931	0	0	1	30.44507	0	0.288026	0.054867	11.505952
36	ACCEDE00036.mp4	50.414249	15	17	0.007389	0	0	0.099453	0.91188	9.302106	0	0	0	53.082233	0.00145	0.205017	0.115183	14.268375
37	ACCEDE00037.mp4	48.648979	4	14	0.018779	4.707114	47.640179	0.166101	0.907701	10.800323	0	0	0	62.582398	0.000381	0.200207	0.122399	25.700856
38	ACCEDE00038.mp4	45.807919	24	25	0.31331	0.341698	12.855695	0.2665	0.912356	8.433431	0	0	0	54.837586	0	0.177238	0.107741	11.341137
39	ACCEDE00039.mp4	47.444893	15	30	0.007625	0.275217	0.365348	0.252799	0.908172	8.602142	0	0	0	33.894121	0	0.23587	0.091768	12.875981
40	ACCEDE00040.mp4	40.229881	185	55	0.009379	1.746594	104.719948	0.076433	0.908489	10.675776	0	1	10	41.681234	0	0.225936	0.092	97.757599
41	ACCEDE00041.mp4	81.424911	30	34	0.004064	0.19	89.090164	0.025934	0.910324	10.366118	0	0	0	104.564305	0	0.084705	0.157563	9.920349
42	ACCEDE00042.mp4	41.432827	15	39	0.021559	13.59078	44.282192	0.164985	0.909826	10.68963	0	0	2	115.343565	0	0.094247	0.069801	34.876653
43	ACCEDE00043.mp4	72.392433	31	35	0.004962	0.63041	110.050591	0.049723	0.813841	12.064571	0	0	2	104.545846	0	0.093771	0.109753	9.386182
44	ACCEDE00044.mp4	39.495827	44	22	0.007077	4.543822	60.769005	0.036427	0.831196	10.970536	0	0	1	80.384938	0	0.117118	0.093437	4.899947
45	ACCEDE00045.mp4	53.705544	86	123	0.004683	0.168919	91.641693	0.107415	0.910324	8.236482	0	0	4	124.604953	0	0.051309	0.09615	48.244904
46	ACCEDE00046.mp4	65.24025	52	38	0.000981	0.878614	78.937492	0.016796	0.903046	13.683091	0	0	0	32.262571	0.000385	0.156764	0.10417	13.107314
47	ACCEDE00047.mp4	47.754246	5	103	0.002252	4.396118	111.349533	0.146432	0.841645	12.06896	0	0	1	31.171052	0.00073	0.181223	0.112046	161.669163
48	ACCEDE00048.mp4	49.142597	24	55	0.009944	5.062262	104.771812	0.28487	0.866533	12.041454	0	1	3	26.206117	0	0.211885	0.055148	83.543771
49	ACCEDE00049.mp4	62.651546	21	54	0.011536	2.271536	87.060333	0.140416	0.883942	8.238142	0	0	0	45.011347	0	0.180023	0.130563	83.285888
50	ACCEDE00050.mp4	74.37793	34	46	0.033041	0.350231	47.468182	0.314055	0.92075	9.246296	0	0	2	37.451221	0.001147	0.2105	0.113623	31.315979
51	ACCEDE00051.mp4	58.166504	39	73	0.008041	0.045729	97.308517	0.189829	0.845793	6.213213	0	0	0	27.75427	0.075932	0.217081	0.115589	100.640239
52	ACCEDE00052.mp4	85.664063	59	38	0.001828	0.087965	61.714706	0.016568	0.906059	9.825215	0	1	2	153.854522	0	0.044059	0.188783	21.29692
53	ACCEDE00053.mp4	77.578987	34	131	0.002647	1.157932	109.078186	0.089014	0.871318	9.251573	0	0	4	140.242179	0.00034	0.054848	0.140136	78.11365
54	ACCEDE00054.mp4	64.604706	44	133	0.007542	1.72109	99.106453	0.213364	0.903997	10.266044	0	2	3	143.325742	0	0.061083	0.09989	58.072681
55	ACCEDE00055.mp4	96.382729	29	60	0.001147	1.353871	102.907959	0.013433	0.882704	9.937024	0	0	4	131.80393	0	0.046222	0.193584	96.295501
56	ACCEDE00056.mp4	63.869358	45	53	0.0048	2.088632	51.023979	0.183223	0.900436	10.551759	0	0	6	139.979228	0.001128	0.033221	0.101838	31.273071
57	ACCEDE00057.mp4	32.902199	15	121	0.004866	0.159439	84.276291	0.283918	0.89266	12.134279	0	0	2	26.335266	0.00029	0.289508	0.053949	101.266968
58	ACCEDE00058.mp4	93.796249	29	115	0.001309	0.558695	97.959763	0.18531	0.875655	11.922823	0	0	2	167.361059	0.000353	0.038403	0.170218	96.067795
59	ACCEDE00059.mp4	83.671951	28	62	0.024505	1.101482	113.07032	0.233057	0.839779	8.480587	0	0	2	153.865487	0	0.043344	0.160443	86.782399
60	ACCEDE00060.mp4	89.612862	66	83	0.005934	1.397944	92.319923	0.029073	0.918451	15.902032	0	1	6	230.594571	0	0.041712	0.124683	55.718435
61	ACCEDE00061.mp4	94.287453	44	74	0.017977	0.723599	145.489075	0.12212	0.915992	17.707779	0	0	2	222.52971	0	0.047373	0.153982	34.857478
62	ACCEDE00062.mp4	87.147354	29	53	0.024526	2.726862	93.893829	0.298466	0.86326	8.509038	0	1	4	227.096618	0	0.037199	0.169424	89.686857
63	ACCEDE00063.mp4	79.852745	29	59	0.006986	0.902911	75.699951	0.03027	0.873143	10.087239	0	0	2	176.628043	0	0.048032	0.142472	83.934811
64	ACCEDE00064.mp4	61.110542	213	19	0.005211	5.699669	115.833595	0.085212	0.808235	6.869829	0	0	2	132.474058	0	0.062609	0.145547	64.036466
65	ACCEDE00065.mp4	65.923599	359	47	0.001072	0.368958	34.689419	0.011277	0.914232	10.118338	0	0	1	83.278422	0	0.06557	0.105288	106.200498
66	ACCEDE00066.mp4	59.408585	34	67	0.001791	0.297816	66.419159	0.015378	0.870489	8.625529	0	0	1	130.486612	0	0.052581	0.091822	21.2562
67	ACCEDE00067.mp4	52.327351	188	42	0.002024	0.402739	131.62384	0.059075	0.862739	8.220425	0	0	1	159.532335	0	0.048573	0.146211	44.846632
68	ACCEDE00068.mp4	50.718506	81	82	0.003366	3.725846	203.385971	0.029281	0.894763	12.857132	0	0	2	23.690214	0.208808	0.278969	0.072315	80.805034
69	ACCEDE00069.mp4	53.249649	42	44	0.027306	0.59152	114.836052	0.250327	0.895225	13.486977	0	0	1	61.480577	0	0.143516	0.08177	14.325181
70	ACCEDE00070.mp4	73.821518	30	33	0.00642	0.448976	95.35817	0.105915	0.939478	12.690557	0	0	2	88.248285	0	0.134312	0.147681	27.165799
71	ACCEDE00071.mp4	43.998611	196	31	0.007584	0.374456	165.169647	0.025623	0.936975	8.456775	0	0	1	47.976992	0	0.149002	0.093027	29.710008
72	ACCEDE00072.mp4	52.797993	43	40	0.003287	0.60035	68.077942	0.095266	0.9041	12.268758	0	0	0	55.940942	0	0.139592	0.092732	12.194544
73	ACCEDE00073.mp4	61.295837	196	46	0.003994	0.961417	214.941696	0.289588	0.85991	14.034313	0	0	0	162.340281	0	0.037295	0.173861	14.099699
74	ACCEDE00074.mp4	47.364319	196	63	0.002248	1.058691	189.397522	0.16407	0.777602	12.681763	0	0	0	174.773332	0	0.030502	0.112139	19.276433
75	ACCEDE00075.mp4	51.064575	217	62	0.098708	0.332933	113.739342	0.104895	0.668365	9.882568	0	0	0	29.153819	0.013014	0.214686	0.094214	22.495272
76	ACCEDE00076.mp4	80.250435	28	35	0.019236	0.978294	46.550243	0.139283	0.895794	12.105061	0	0	0	29.356215	0	0.240537	0.091573	12.448295
77	ACCEDE00077.mp4	58.978878	12	29	0.022436	3.916996	157.148285	0.112618	0.762431	12.944269	0	0	1	83.409679	0.001736	0.197953	0.063204	12.291256
78	ACCEDE00078.mp4	67.315788	12	34	0.151654	1.893334	49.294746	0.242246	0.843831	11.117746	0	0	1	77.202676	0	0.178128	0.064781	11.244547
79	ACCEDE00079.mp4	37.944389	5	74	0.003416	0.490492	31.095112	0.215533	0.928092	10.213853	0	0	2	59.392542	0	0.167522	0.078202	133.158755
80	ACCEDE00080.mp4	76.122414	26	36	0.001446	0.341335	57.439495	0.012793	0.862288	9.981705	0	0	3	91.721112	0	0.084624	0.116227	9.14703
81	ACCEDE00081.mp4	78.156197	31	24	0.013497	3.097792	36.55946	0.121342	0.913436	9.64059	0	0	1	114.691147	0	0.078277	0.191791	6.481592
82	ACCEDE00082.mp4	66.894424	51	25	0.036079	0.238216	40.243244	0.240014	0.900436	11.672611	0	0	0	101.44875	0.000316	0.065641	0.140961	10.972528
83	ACCEDE00083.mp4	82.422523	50	31	0.013069	0.621801	65.265442	0.189439	0.923872	10.776837	0	0	0	81.001181	0.000498	0.069425	0.142264	15.820248
84	ACCEDE00084.mp4	80.368546	40	30	0.004625	10.177056	53.606651	0.034537	0.923396	10.893835	0	1	2	91.084259	0	0.068497	0.159272	8.314388
85	ACCEDE00085.mp4	98.199493	25	86	0.007422	0.806684	85.772743	0.20867	0.884978	10.648002	0	0	2	122.524229	0	0.084196	0.112805	41.107547
86	ACCEDE00086.mp4	10.444898	62	19	0.045441	0.315856	15.720871	0.22258	0.849134	10.600677	0	3	4	175.787815	0	0.055049	0.018005	10.179047
87	ACCEDE00087.mp4	13.337311	253	105	0.616053	0.69046	0.728818	0.260815	0.87061	8.563624	0	0	0	163.242278	0.000679	0.052995	0.032242	81.981327
88	ACCEDE00088.mp4	15.385768	61	19	0.015039	1.269802	65.094872	0.10193	0.593407	9.188648	0	0	4	163.952108	0	0.04591	0.026577	8.6478
89	ACCEDE00089.mp4	16.011015	218	37	0.010069	0.636114	38.569183	0.072263	0.853842	8.078237	0	1	1	169.855398	0	0.046987	0.034223	49.805091
90	ACCEDE00090.mp4	37.261528	5	82	0.004638	4.656584	139.607819	0.07139	0.906624	10.492262	0	1	4	54.626699	0	0.170074	0.0993	161.083835
91	ACCEDE00091.mp4	37.38562	10	158	0.011474	1.284191	137.200989	0.259145	0.91436	9.73945	0	0	2	175.751537	0	0.040865	0.073486	123.153614
92	ACCEDE00092.mp4	54.990639	39	123	0.001089	1.548315	166.442749	0.010605	0.882314	17.380014	0	1	3	169.276777	0	0.039299	0.083614	53.299244
93	ACCEDE00093.mp4	36.967213	55	96	0.001945	2.19361	200.216141	0.323439	0.919002	13.778016	0	1	5	169.240432	0	0.036692	0.038409	42.031008
94	ACCEDE00094.mp4	56.74461	39	128	0.001999	1.514922	183.646042	0.047747	0.90353	18.502687	0	1	6	203.431137	0	0.027924	0.087284	62.269141
95	ACCEDE00095.mp4	50.820427	18	21	0.005481	1.404747	167.692398	0.040983	0.928092	9.533059	0	0	2	260.937988	0	0.026784	0.084962	80.855992
96	ACCEDE00096.mp4	120.984444	281	73	0.003919	5.66172	162.420319	0.226893	0.900463	9.659525	0	0	4	248.709359	0	0.029118	0.370708	82.853172
97	ACCEDE00097.mp4	11.222162	62	10	0.256657	0.268707	0.268707	0.200958	0.773826	9.260439	0	4	12	364.787476	0	0.020669	0.01762	7.455766
98	ACCEDE00098.mp4	46.413887	27	44	0.022361	2.28436	250.17453	0.183848	0.74391	14.967462	0	0	0	26.678237	0.002004	0.27352	0.059882	22.419427
99	ACCEDE00099.mp4	37.825562	32	54	0.007975	12.004362	145.757202	0.030396	0.858694	10.668288	0	0	0	42.64216	0	0.215995	0.052606	16.034337
100	ACCEDE00100.mp4	53.832783	39	30	0.004085	0.471616	137.469482	0.053402	0.812944	11.476551	0	0	0	38.478316	0.00032	0.2365	0.084709	10.869944
101	ACCEDE00101.mp4	44.788311	87	133	0.006682	1.345903	177.600525	0.071925	0.938132	15.993716	0	0	2	64.831624	0	0.151781	0.069049	84.465383
102	ACCEDE00102.mp4	45.123398	27	38	0.009446	1.806194	254.077209	0.179616	0.73234	15.131533	0	0	0	40.426136	0	0.228123	0.057877	23.811127
103	ACCEDE00103.mp4	34.709034	31	42	0.054879	2.145478	16.215658	0.216582	0.831492	10.132079	0	0	3	103.762156	0	0.151236	0.031811	15.78431
104	ACCEDE00104.mp4	60.92276	33	37	0.003532	2.350952	206.936737	0.027154	0.81428	15.057017	0	3	7	112.022816	0.000311	0.155607	0.07325	10.21789
105	ACCEDE00105.mp4	81.055901	225	18	0.012596	1.654314	97.301155	0.184908	0.857914	10.917292	0	1	7	192.265108	0.001767	0.043004	0.21519	75.109451
106	ACCEDE00106.mp4	77.580482	39	93	0.009309	2.490159	136.644516	0.031666	0.884449	13.108864	0	0	2	187.969702	0.003458	0.044995	0.13944	96.366116
107	ACCEDE00107.mp4	80.847771	28	92	0.007426	2.893186	71.764946	0.075414	0.902633	9.565929	0	0	3	227.50681	0.006575	0.041445	0.138157	96.792703
108	ACCEDE00108.mp4	81.827934	44	85	0.013859	1.799718	103.297783	0.205754	0.891099	10.387279	0	0	2	192.767263	0.005862	0.043677	0.142085	89.641837
109	ACCEDE00109.mp4	76.594177	41	86	0.00251	0.899858	97.019669	0.016493	0.904445	11.864742	0	0	2	166.741929	0.007076	0.056421	0.139945	85.583228
110	ACCEDE00110.mp4	97.483109	30	53	0.010069	2.848584	124.815361	0.106765	0.866973	8.999943	0	0	3	160.699964	0.008259	0.050034	0.240001	98.20186
111	ACCEDE00111.mp4	85.52607	31	82	0.008822	1.319617	105.353813	0.111737	0.854371	11.450038	0	2	3	190.704256	0.006549	0.047828	0.180437	100.782178
112	ACCEDE00112.mp4	59.523571	41	39	0.011395	4.139091	105.89254	0.054754	0.84677	12.667464	0	0	0	89.157792	0	0.130908	0.072196	11.012694
113	ACCEDE00113.mp4	31.542162	38	31	0.001259	0.338944	94.372437	0.033701	0.894584	5.680923	0	1	4	236.286697	0.002716	0.037001	0.05658	59.121491
114	ACCEDE00114.mp4	108.536812	30	92	0.01078	2.155158	137.638077	0.269747	0.909311	10.053512	0	0	1	143.047213	0	0.037037	0.244224	112.303957
115	ACCEDE00115.mp4	96.877022	34	38	0.10027	0.52637	10.54717	0.229797	0.896319	7.68082	0	0	1	68.570205	0	0.114856	0.161257	12.471964
116	ACCEDE00116.mp4	93.62545	38	52	0.008045	0.882854	100.974609	0.133425	0.930114	12.348466	0	0	1	85.65028	0	0.103423	0.14117	14.213896
117	ACCEDE00117.mp4	87.459602	32	33	0.007576	0.734102	91.284325	0.052114	0.904539	15.229332	0	0	1	81.937411	0	0.0888	0.168378	8.037373
118	ACCEDE00118.mp4	39.363308	90	38	0.980785	1.146877	28.535583	0.288198	0.920549	12.526265	0	0	1	21.40847	0.228225	0.2395	0.048514	46.179563
119	ACCEDE00119.mp4	35.135216	93	74	0.004185	3.68894	123.043289	0.022753	0.844694	13.943937	0	0	2	21.800547	0.209029	0.240121	0.053889	45.064641
120	ACCEDE00120.mp4	32.708904	43	30	0.003728	2.491844	49.987286	0.019376	0.822922	11.974394	0	0	1	41.203778	0	0.180519	0.045548	13.870483
121	ACCEDE00121.mp4	32.491482	41	32	0.00529	1.484543	66.20829	0.090874	0.828406	11.889901	0	0	3	24.272294	0.000948	0.227229	0.044528	12.991274
122	ACCEDE00122.mp4	32.47345	78	63	0.011528	0.179427	38.836262	0.128606	0.790798	10.837389	0	0	1	23.242863	0.202568	0.239106	0.048197	60.693055
123	ACCEDE00123.mp4	48.552315	17	42	0.00571	3.13901	190.435043	0.055448	0.756332	13.453159	0	0	1	67.265893	0	0.18531	0.063349	15.857072
124	ACCEDE00124.mp4	30.621437	33	94	0.002028	0.839988	126.295143	0.061422	0.841896	13.757936	0	0	2	35.0729	0.005778	0.215007	0.042105	83.14078
125	ACCEDE00125.mp4	22.618326	39	54	0.006117	0.71043	46.025875	0.271975	0.95577	11.509757	0	0	2	50.015398	0	0.153545	0.030296	33.519472
126	ACCEDE00126.mp4	24.287685	41	40	0.006404	0	0	0.251831	0.899773	9.702334	0	1	0	44.164476	0	0.177034	0.029437	18.067223
127	ACCEDE00127.mp4	21.651377	51	43	0.007251	0.27006	1.384672	0.034794	0.906705	10.482959	0	1	1	55.079749	0	0.158196	0.03181	23.89255
128	ACCEDE00128.mp4	32.382179	23	29	0.005664	1.302379	34.050507	0.128209	0.914992	11.865905	0	0	0	45.051436	0	0.200761	0.051292	11.151798
129	ACCEDE00129.mp4	83.665146	212	19	0.002896	2.938123	137.90625	0.328302	0.913486	9.625817	0	0	2	77.431145	0	0.104486	0.193562	21.277594
130	ACCEDE00130.mp4	12.717803	40	83	0.018127	4.411545	109.355591	0.11777	0.901809	10.743027	0	1	8	267.165826	0	0.003162	0.020409	84.403245
131	ACCEDE00131.mp4	32.19804	13	48	0.001338	0.284046	119.676437	0.014226	0.949366	10.290333	0	1	9	203.074766	0	0.000526	0.071191	109.664049
132	ACCEDE00132.mp4	24.593899	5	70	0.005606	0.218773	87.244179	0.155197	0.935038	10.41518	0	0	8	197.705413	0	0.00028	0.048388	94.380499
133	ACCEDE00133.mp4	32.488422	214	70	0.036731	0.350014	63.667492	0.228179	0.859412	13.616109	0	2	5	212.939822	0	0.000221	0.093738	38.153959
134	ACCEDE00134.mp4	68.961868	25	25	0.00544	0.474291	82.553368	0.096477	0.815231	11.614473	0	0	1	87.72504	0	0.170079	0.080732	7.688263
135	ACCEDE00135.mp4	77.045662	33	47	0.004276	1.716077	254.936935	0.15652	0.85795	14.409391	0	0	0	53.483773	0.00209	0.165861	0.100433	14.362312
136	ACCEDE00136.mp4	74.07534	27	35	0.069294	1.980986	73.777779	0.221217	0.89992	13.451896	0	0	0	59.954964	0.001111	0.16426	0.093004	11.729169
137	ACCEDE00137.mp4	75.511902	27	36	0.167462	2.682728	66.152702	0.235617	0.89779	13.097996	0	0	1	41.643393	0.000283	0.189604	0.095265	11.00387
138	ACCEDE00138.mp4	87.685539	13	26	0.000565	0.661817	65.502892	0.007082	0.88753	12.255947	0	0	0	33.317031	0	0.214976	0.12355	6.164798
139	ACCEDE00139.mp4	73.440796	27	36	0.033639	3.003246	68.931801	0.127431	0.889337	13.710351	0	0	0	35.775002	0.000505	0.243576	0.093496	12.265265
140	ACCEDE00140.mp4	57.330818	55	45	0.007044	1.620013	135.384598	0.063689	0.873933	17.397623	0	0	4	173.741986	0	0.085779	0.09545	11.748256
141	ACCEDE00141.mp4	74.699982	37	31	0.021306	0.750877	84.340759	0.201145	0.845649	12.490267	0	0	4	213.642552	0.002092	0.082488	0.132478	8.810848
142	ACCEDE00142.mp4	58.883457	45	44	0.008	1.14498	109.503174	0.275918	0.923217	17.604721	0	0	4	132.919442	0	0.028406	0.118545	10.861047
143	ACCEDE00143.mp4	69.942802	36	43	0.007231	1.501143	141.983902	0.148327	0.792445	14.273021	0	0	0	122.058152	0	0.039007	0.11261	38.196434
144	ACCEDE00144.mp4	79.062126	50	39	0.008315	13.618476	97.534576	0.028426	0.897342	11.035708	0	0	1	90.360602	0	0.051389	0.160674	9.511875
145	ACCEDE00145.mp4	20.554098	106	57	0.004188	0.160791	87.154533	0.059435	0.890277	11.120565	0	0	0	438.049648	0	0.0224	0.033697	50.7811
146	ACCEDE00146.mp4	31.443489	15	50	0.010738	0.600271	109.295273	0.129854	0.923082	11.544366	0	1	0	374.134619	0	0.048955	0.043005	66.853301
147	ACCEDE00147.mp4	33.225208	22	22	0.064115	3.369627	7.381574	0.182097	0.804744	10.742525	0	1	1	619.144161	0	0.017632	0.039514	6.776451
148	ACCEDE00148.mp4	23.284441	24	36	0.001341	27.624199	57.454861	0.011507	0.850133	7.328667	0	0	0	209.006904	0	0.049685	0.029925	52.730858
149	ACCEDE00149.mp4	17.797438	165	95	0.011766	0.437392	80.818184	0.144665	0.65222	9.023339	0	0	0	256.694094	0	0.039497	0.027039	103.285433
150	ACCEDE00150.mp4	16.648756	55	45	0.016463	0.252494	98.906685	0.175949	0.914121	12.258924	0	0	0	269.96891	0	0.049092	0.022482	29.026433
151	ACCEDE00151.mp4	16.811604	70	81	0.008303	6.312412	113.471458	0.12592	0.714595	9.553672	0	0	0	324.646698	0	0.03542	0.026786	111.334507
152	ACCEDE00152.mp4	25.363161	244	47	0.014905	1.289042	16.357496	0.175712	0.711607	8.513656	0	1	1	323.579593	0	0.039572	0.068505	19.966035
153	ACCEDE00153.mp4	22.368401	38	59	0.007847	0.757207	44.843407	0.143874	0.912037	10.67662	0	0	0	192.716749	0.004423	0.055998	0.030312	37.050481
154	ACCEDE00154.mp4	25.439817	23	20	0.004909	0.588098	33.41436	0.24091	0.927038	11.43192	0	1	0	309.456594	0	0.033599	0.056468	57.186009
155	ACCEDE00155.mp4	23.601488	25	47	0.00293	2.649876	243.252228	0.081684	0.920152	14.667114	0	0	1	325.701115	0	0.02915	0.039227	69.473491
156	ACCEDE00156.mp4	34.5121	15	47	0.010295	0.713347	42.632492	0.238617	0.920928	12.508205	0	0	0	357.274637	0	0.055129	0.086758	117.065434
157	ACCEDE00157.mp4	25.181396	305	84	0.00224	1.245888	93.591736	0.345409	0.695218	10.317569	0	0	1	338.420735	0	0.038807	0.056003	156.834077
158	ACCEDE00158.mp4	29.708717	20	20	0.0026	0.358612	135.124741	0.020906	0.944374	13.526151	0	0	0	259.388532	0	0.04466	0.04515	18.49267
159	ACCEDE00159.mp4	29.656231	25	33	0.001007	2.27152	158.691879	0.048303	0.930844	14.032249	0	0	1	217.578021	0	0.062969	0.061637	39.491883
160	ACCEDE00160.mp4	33.608665	15	22	0.000955	2.197982	160.804977	0.218007	0.931503	13.436438	0	0	0	134.893192	0.008897	0.141565	0.083732	44.969724
161	ACCEDE00161.mp4	37.232113	28	34	0.100473	1.212851	68.287491	0.225874	0.93118	13.971518	0	0	1	174.342422	0	0.086982	0.066239	13.939401
162	ACCEDE00162.mp4	51.805046	6	32	0.000747	5.969744	151.934799	0.01129	0.917499	11.819794	0	0	1	162.463955	0	0.108578	0.135302	82.272316
163	ACCEDE00163.mp4	45.809643	20	30	0.001272	0.271788	182.696289	0.01122	0.923368	13.41815	0	0	1	229.640233	0	0.057898	0.137748	58.133934
164	ACCEDE00164.mp4	43.158356	17	23	0.028433	2.115124	189.640778	0.215582	0.899186	15.106186	0	0	0	192.757703	0.001104	0.06671	0.120826	25.260899
165	ACCEDE00165.mp4	42.087067	5	34	0.000781	0.528447	116.275169	0.009584	0.765629	11.637617	0	1	0	269.227977	0	0.053396	0.092534	70.65738
